code,chapter,title,jsonVerse,txtVerse,araVerse,recommendedVerse,verdict,source,url
PSA,5,"Proteção contra os ímpios",2,1,18,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/5
PSA,10,"A derrubada dos ímpios",1,2,33,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/10
PSA,12,"Auxílio contra a falsidade",2,1,25,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/12
PSA,13,"Oração de fé",2,1,2,2,json_ok,txt_ara,https://www.bibliaonline.com.br/ara/sl/13
PSA,15,"O cidadão dos céus",1,2,6,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/15
PSA,18,"Vitória e domínio",2,1,23,23,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/18
PSA,19,"A excelência da criação e da palavra de Deus",2,1,6,6,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/19
PSA,20,"Oração a favor do rei",2,1,11,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/20
PSA,21,"Ações de graças pela vitória",2,1,8,8,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/21
PSA,22,"Sofrimento e vitória do Messias",2,1,6,6,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/22
PSA,30,"Ações de graças pela libertação da morte",2,1,27,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/30
PSA,31,"Lamentos e louvor",2,1,13,13,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/31
PSA,34,"Provai que o Senhor é bom!",2,1,3,3,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/34
PSA,36,"Malícia humana e benignidade divina",2,1,12,12,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/36
PSA,39,"A vaidade da vida",2,1,4,4,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/39
PSA,40,"Oração para livramento",2,1,14,14,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/40
PSA,41,"A calúnia dos inimigos e o socorro de Deus",2,1,24,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/41
PSA,42,"A alma anela por Deus",2,1,14,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/42
PSA,44,"Apelo por auxílio divino",2,1,11,11,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/44
PSA,45,"O Ungido de Deus e a sua noiva",2,1,6,6,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/45
PSA,46,"Deus é o nosso refúgio e fortaleza",2,1,8,8,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/46
PSA,47,"""Deus, o Rei da terra""",2,1,28,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/47
PSA,48,"A cidade de Deus",2,1,13,13,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/48
PSA,49,"A vaidade do homem",2,1,12,12,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/49
PSA,51,"Confissão e arrependimento",3,2,16,16,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/51
PSA,52,"Condenação do ímpio",3,1,28,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/52
PSA,53,"A corrupção do pecador e sua redenção",2,1,23,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/53
PSA,54,"Apelo para o socorro divino",3,1,6,6,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/54
PSA,55,"Que os traidores sejam destruídos",2,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/55
PSA,56,"Conforto na perseguição",2,1,3,3,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/56
PSA,57,"Louvor pela benignidade divina",2,1,30,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/57
PSA,58,"A sorte dos ímpios",2,1,21,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/58
PSA,59,"Súplica em prol de libertação",2,1,15,15,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/59
PSA,60,"Oração em tempos de guerra",3,2,27,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/60
PSA,61,"Oração pelo rei",2,1,13,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/61
PSA,62,"Exortação à confiança",2,1,3,3,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/62
PSA,64,"Proteção contra os inimigos",2,1,2,2,json_ok,txt_ara,https://www.bibliaonline.com.br/ara/sl/64
PSA,65,"Ações de graças pelas bênçãos das searas",2,1,1,1,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/65
PSA,67,"As nações rendem graças",2,1,1,1,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/67
PSA,68,"A vitória de Deus sobre os seus inimigos",2,1,19,19,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/68
PSA,69,"O lamento do Messias",2,1,17,17,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/69
PSA,70,"Petição por auxílio divino",2,1,4,4,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/70
PSA,75,"Deus é juiz",2,1,2,2,json_ok,txt_ara,https://www.bibliaonline.com.br/ara/sl/75
PSA,76,"A majestade e o poder de Deus",2,1,4,4,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/76
PSA,77,"As grandes obras e a misericórdia de Deus",2,1,1,1,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/77
PSA,80,"Pedindo restaurações",2,1,26,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/80
PSA,81,"Exortação a louvor e obediência",2,1,9,9,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/81
PSA,84,"Saudades do templo",2,1,5,5,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/84
PSA,85,"Pede-se o perdão de Deus",2,1,31,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/85
PSA,88,"Lamentação de um atribulado",2,1,16,16,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/88
PSA,89,"Promessa do reino messiânico a Davi",2,1,14,14,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/89
PSA,92,"Hino de gratidão a Deus",2,1,6,6,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/92
PSA,102,"Arrependimento e esperança",2,1,17,17,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/102
PSA,108,"Deus concede vitória ao seu povo",2,1,8,8,fix_needed,txt_ara,https://www.bibliaonline.com.br/ara/sl/108
PSA,131,"Calma em Deus",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/131
PSA,132,"Uma promessa antiga",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/132
PSA,139,"Deus onisciente e onipotente",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/139
PSA,140,"Contra inimigos e perfídias",2,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/140
PSA,142,"Oração no meio de grande perigo",2,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/sl/142
PRO,31,"O louvor da mulher virtuosa",10,11,,11,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/pro/31
ECC,5,"A loucura de votos precipitados",17,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/ecc/5
ECC,5,"A vaidade das riquezas",7,8,,8,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/ecc/5
ISA,9,"O nascimento e o reino do Príncipe da Paz",23,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/9
ISA,9,"Profecia contra o reino de Israel",7,8,,8,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/9
ISA,24,"A ruína dos transgressores",16,17,,17,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/24
ISA,36,"Senaqueribe invade Judá",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/36
ISA,36,"Rabsaqué afronta a Ezequias e ao Senhor",4,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/36
ISA,37,"Ezequias consulta a Isaías",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/37
ISA,37,"A carta do rei da Assíria",8,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/37
ISA,37,"A oração de Ezequias",14,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/37
ISA,37,"O profeta conforta a Ezequias",21,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/37
ISA,37,"A destruição do exército dos assírios",36,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/37
ISA,38,"A doença de Ezequias e a sua cura maravilhosa",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/38
ISA,39,"A embaixada da Babilônia",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/isa/39
JER,9,"Ameaças de ruína e exílio",6,7,,7,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/jer/9
JER,9,"Conhecer a Deus constitui a glória do homem",22,23,,23,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/jer/9
JER,39,"Nabucodonosor toma Jerusalém",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/jer/39
JER,52,"A queda de Jerusalém e o cativeiro de Judá",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/jer/52
JER,52,"Libertado e honrado o rei Joaquim",31,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/jer/52
LAM,1,"Jerusalém destruída e desolada",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/lam/1
EZK,20,"A profecia contra o Sul",1,45,,45,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/ezk/20
EZK,21,"A espada do Senhor",6,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/ezk/21
DAN,4,"A loucura de Nabucodonosor",31,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/dan/4
DAN,6,"Daniel na cova dos leões",2,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/dan/6
JOL,2,"Promessa do derramamento do Espírito",1,28,,28,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/jol/2
JON,2,"A oração de Jonas no ventre do peixe",2,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/jon/2
NAM,2,"O cerco e a tomada de Nínive",2,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/nam/2
HAB,1,"A intercessão do profeta",12,13,,13,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/hab/1
ZEC,2,"A terceira visão: Jerusalém é medida",5,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/zec/2
ZEC,2,"Israel exortado a voltar para Sião",10,6,,6,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/zec/2
MAL,4,"O sol da justiça e seu precursor",19,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/mal/4
MAT,1,"O nascimento de Jesus Cristo",18,19,,19,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/mt/1
MAT,5,"As bem-aventuranças",3,1,,1,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/mt/5
MRK,5,"Os gerasenos rejeitam a Jesus",14,15,,15,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/mrk/5
MRK,5,"A cura de uma mulher enferma",24,25,,25,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/mrk/5
MRK,16,"Jesus aparece a Maria Madalena",9,10,,10,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/mrk/16
LUK,8,"A cura de uma mulher enferma",42,43,,43,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/luk/8
LUK,9,"De novo prediz Jesus a sua morte",43,44,,44,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/luk/9
ACT,8,"A primeira perseguição à igreja",1,2,,2,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/act/8
GAL,6,"Paulo gloria-se na cruz de Cristo",11,12,,12,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/gal/6
REV,16,"O terceiro flagelo",4,3,,3,fix_needed,tsv_extraido,https://www.bibliaonline.com.br/ara/rev/16
