livro	capitulo	versiculo	linha_txt	titulo_ara	referencias
PSA	52	1	178095	Condenação do ímpio	
PSA	54	1	178292	Apelo para o socorro divino	
PSA	55	1	178393	Que os traidores sejam destruídos	
PSA	56	1	178614	Conforto na perseguição	
PSA	57	1	178751	Louvor pela benignidade divina	
PSA	57	1	178755	Vs. 7-11: Salmo 108.1-5	
PSA	57	1	178763	Davi, quando fugia de Saul, na caverna	
PSA	58	1	178884	A sorte dos ímpios	
PSA	59	1	178976	Súplica em prol de libertação	
PSA	60	2	179194	Oração em tempos de guerra	
PSA	60	2	179198	Vs. 5-12: Salmo 108.6-13	
PSA	60	2	179206	Hino de Davi para ensinar. Quando lutou contra os siros da	
PSA	61	1	179294	Oração pelo rei	
PSA	62	1	179397	Exortação à confiança	
PSA	63	2	179536	Buscando a Deus	
PSA	63	2	179542	Salmo de Davi, quando no deserto de Judá	
PSA	64	1	179661	Proteção contra os inimigos	
PSA	64	1	179665	Ao mestre de canto. Salmo de Davi	
PSA	65	1	179749	Ao mestre de canto. De Davi. Cântico	
PSA	66	1	179880	Ofertas de gratidão	
PSA	66	1	179884	Ao mestre de canto. Cântico. Salmo	
PSA	67	1	180053	As nações rendem graças	
PSA	68	1	180150	Ao mestre de canto. Salmo de Davi. Cântico	
PSA	69	1	180486	O lamento do Messias	
PSA	70	1	180816	Petição por auxílio divino	Salmo 40.13-17
PSA	70	1	180824	Ao mestre de canto. De Davi. Em memória	
PSA	71	1	180872	Súplicas de um ancião	
PSA	72	1	181120	O rei justo e o seu reinado eterno	
PSA	72	1	181124	Salmo de Salomão	
PSA	73	1	181325	Salmo de Asafe	
PSA	74	1	181569	Lamento por causa da profanação	
PSA	74	1	181573	Salmo didático de Asafe	
PSA	75	1	181800	Deus é juiz	
PSA	75	1	181808	Asafe. Cântico	
PSA	76	1	181909	A majestade e o poder de Deus	
PSA	76	1	181915	Cântico	
PSA	78	1	182213	Salmo didático de Asafe	
PSA	79	1	182794	Salmo de Asafe	
PSA	80	1	182927	Pedindo restaurações	
PSA	80	1	182935	Asafe. Salmo	
PSA	81	1	183104	Exortação a louvor e obediência	
PSA	82	1	183259	Salmo de Asafe	
PSA	83	1	183358	Cântico. Salmo de Asafe	
PSA	84	1	183511	Saudades do templo	
PSA	85	1	183642	Pede-se o perdão de Deus	
PSA	85	1	183646	Ao mestre de canto. Salmo dos filhos de Corá	
PSA	86	1	183767	Súplica e confiança	
PSA	86	1	183771	Oração de Davi	
PSA	87	1	183930	Jerusalém, amada de Deus	
PSA	87	1	183934	Salmo dos filhos de Corá. Cântico	
PSA	88	1	183986	Lamentação de um atribulado	
PSA	89	1	184161	Salmo didático de Etã, ezraíta	
PSA	90	1	184624	A eternidade de Deus e a transitoriedade do homem	
PSA	90	1	184626	Oração de Moisés, homem de Deus	
PSA	91	1	184785	Sob a sombra do Altíssimo	
PSA	92	1	184936	Hino de gratidão a Deus	
PSA	92	1	184940	Salmo. Cântico para o dia de sábado	
PSA	93	1	185075	O poder e a majestade de Deus	
PSA	94	1	185117	Apelo para a justiça de Deus	
PSA	95	1	185314	Convite a louvar o Senhor	
PSA	97	1	185552	A majestade e o domínio de Deus	
PSA	98	1	185673	A justiça do Senhor	
PSA	99	1	185745	A santidade de Deus	
PSA	100	1	185846	Hino de ingresso ao templo	
PSA	100	1	185850	Salmo de ações de graças	
PSA	101	1	185890	Modelo de bom rei	
PSA	101	1	185894	Salmo de Davi	
PSA	102	1	186011	Arrependimento e esperança	
PSA	103	1	186242	A misericórdia de Deus	
PSA	103	1	186246	Salmo de Davi	
PSA	104	1	186458	Louvor ao Deus criador	
PSA	106	1	187116	Vs. 47-48: 1 Crônicas 16.35-36	
PSA	107	1	187547	Deus salva de todas as tribulações	
PSA	108	1	187879	Deus concede vitória ao seu povo	Salmo 57.7-11; Vs. 6-13: Salmo 60.5-12
PSA	108	1	187887	Cântico. Salmo de Davi	
PSA	109	1	188004	Imprecações contra os inimigos	
PSA	109	1	188008	Ao mestre de canto. Salmo de Davi	
PSA	110	1	188253	O reino e o sacerdócio do Messias	
PSA	110	1	188257	Salmo de Davi	
PSA	111	1	188356	As obras magníficas de Deus	
PSA	114	1	188593	As maravilhas do êxodo	
PSA	115	1	188682	Honras somente a Deus	
PSA	116	1	188843	Salmo de ações de graças	
PSA	118	1	189034	A alegria dos justos pelo Salvador	
PSA	119	1	189290	Excelência da lei divina	
PSA	120	1	190755	Contra as más línguas	
PSA	120	1	190759	Cântico de romagem	
PSA	121	1	190817	Deus, o fiel guarda dos homens	
PSA	121	1	190854	Cântico de romagem	
PSA	122	1	190910	Oração pela paz de Jerusalém	
PSA	122	1	190914	Cântico de romagem. De Davi	
PSA	123	1	191015	Solicitude por auxílio divino	
PSA	123	1	191019	Cântico de romagem	
PSA	124	1	191067	Deus, nosso protetor e libertador	
PSA	124	1	191071	Cântico de romagem. De Davi	
PSA	125	1	191131	Fé inabalável	
PSA	125	1	191135	Cântico de romagem	
PSA	126	1	191216	Consolo para os que choram	
PSA	126	1	191220	Cântico de romagem	
PSA	127	1	191270	Todo bem procede de Deus	
PSA	127	1	191274	Cântico de romagem. De Salomão	
PSA	128	1	191351	Temor de Deus e felicidade no lar	
PSA	128	1	191355	Cântico de romagem	
PSA	129	1	191401	Recordação de libertações	
PSA	129	1	191405	Cântico de romagem	
PSA	130	1	191467	Das profundezas clamo ao Senhor	
PSA	130	1	191471	Cântico de romagem	
PSA	131	2	191558	Calma em Deus	
PSA	131	2	191562	Cântico de romagem. De Davi	
PSA	132	2	191594	Uma promessa antiga	
PSA	132	2	191598	Cântico de romagem	
PSA	133	1	191755	A excelência da união fraternal	
PSA	133	1	191759	Cântico de romagem. De Davi	
PSA	134	1	191820	Convocando ao culto vespertino	
PSA	134	1	191824	Cântico de romagem	
PSA	135	1	191856	Louvores a Deus	
PSA	136	1	192023	A misericórdia de Deus	
PSA	137	1	192222	Saudades da pátria	
PSA	138	1	192323	Graças a Deus por sua fidelidade	
PSA	138	1	192327	Salmo de Davi	
PSA	139	2	192391	Deus onisciente e onipotente	
PSA	139	2	192395	Ao mestre de canto. Salmo de Davi	
PSA	140	1	192633	Contra inimigos e perfídias	
PSA	140	1	192637	Ao mestre de canto. Salmo de Davi	
PSA	141	1	192772	Salmo de Davi	
PSA	142	1	192864	Oração no meio de grande perigo	
PSA	143	1	192963	Súplica por libertação	
PSA	143	1	192967	Salmo de Davi	
PSA	144	1	193106	Salmo de Davi	
PSA	145	1	193269	Louvores de Davi	
PSA	147	1	193508	Louvor ao Deus Todo-Poderoso	
PSA	148	1	193673	Um coro de aleluias	
PSA	149	1	193808	Os fiéis louvam a Deus	
PSA	150	1	193901	Doxologia final	
REV	1	1	367091	O título, o autor e o assunto do livro	
REV	1	4	367117	Dedicatória às sete igrejas da Ásia	
REV	1	9	367175	A visão de Jesus glorificado	
REV	2	1	367314	Carta à igreja em Éfeso	
REV	2	8	367407	Carta à igreja em Esmirna	
REV	2	12	367443	Carta à igreja em Pérgamo	
REV	2	18	367519	Carta à igreja em Tiatira	
REV	3	1	367662	Carta à igreja em Sardes	
REV	3	7	367757	Carta à igreja em Filadélfia	
REV	3	14	367823	Carta à igreja em Laodiceia	
REV	4	1	367936	A visão do trono de Deus	
REV	5	1	368103	A visão do livro selado com sete selos e a do Cordeiro	
REV	6	1	368268	O Cordeiro abre os selos. O primeiro selo	
REV	6	3	368292	O segundo selo	
REV	6	5	368312	O terceiro selo	
REV	6	7	368371	O quarto selo	
REV	6	9	368393	O quinto selo	
REV	6	12	368441	O sexto selo	
REV	7	1	368544	Os cento e quarenta e quatro mil selados de Israel	
REV	7	9	368610	A visão dos glorificados	
REV	8	1	368755	O sétimo selo. Os sete anjos com as suas trombetas	
REV	8	7	368803	A primeira trombeta	
REV	8	8	368817	A segunda trombeta	
REV	8	10	368841	A terceira trombeta	
REV	8	12	368902	A quarta trombeta	
REV	9	1	368930	A quinta trombeta	
REV	9	13	369081	A sexta trombeta	
REV	10	1	369179	Os anjos e os sete trovões. João e o livrinho	
REV	11	1	369348	Ordens para medir o santuário de Deus	
REV	11	3	369397	As duas testemunhas mártires	
REV	11	15	369533	A sétima trombeta	
REV	12	1	369632	A mulher e o dragão	
REV	12	7	369684	Cristo e do seu povo	
REV	12	13	369785	O dragão persegue a mulher	
REV	13	1	369855	A besta que emerge do mar	
REV	13	11	369976	A besta que emerge da terra	
REV	14	6	370151	A primeira voz	
REV	14	8	370169	A segunda voz	
REV	14	9	370181	A terceira voz	
REV	14	13	370252	A quarta voz	
REV	14	14	370266	A ceifa	
REV	14	17	370298	A vindima	
REV	15	1	370383	Os sete flagelos	
REV	15	2	370395	Cordeiro	
REV	15	5	370439	Deus envia os flagelos	
REV	16	1	370479	O primeiro flagelo	
REV	16	3	370505	O terceiro flagelo	
REV	16	8	370586	O quarto flagelo	
REV	16	10	370606	O quinto flagelo	
REV	16	12	370626	O sexto flagelo	
REV	16	17	370678	O sétimo flagelo	
REV	17	1	370773	A descrição da grande meretriz	
REV	18	1	370984	O anúncio da queda de Babilônia	
REV	19	1	371334	O júbilo no céu	
REV	19	11	371463	Cristo, o vencedor da besta e do falso profeta	
REV	20	7	371699	Satanás é solto e derrotado	
REV	20	11	371743	O juízo de Deus	
REV	21	1	371795	O novo céu e a nova terra	
REV	21	9	371902	A nova Jerusalém	
REV	22	18	372306	A conclusão do livro	
REV	22	21	372383	A bênção	
ROM	1	1	333821	Prefácio e saudação	
ROM	1	18	334004	A idolatria e depravação dos homens	
ROM	2	17	334356	Os judeus são indesculpáveis	
ROM	2	25	334406	O verdadeiro israelita	
ROM	3	1	334483	Paulo responde a objeções	
ROM	3	9	334553	Todos os homens na condição de pecadores	
ROM	3	19	334654	O judeu não constitui exceção	
ROM	3	21	334674	A justificação pela fé em Jesus Cristo	
ROM	4	1	334807	Abraão justificado pela fé	
ROM	5	1	335094	A justificação pela fé e paz com Deus	
ROM	5	12	335231	Adão e Cristo	
ROM	6	1	335390	Livres do pecado pela graça	
ROM	6	15	335535	A lei, a escravidão e a graça	
ROM	7	1	335652	A analogia do casamento	
ROM	7	7	335724	A lei e o pecado	
ROM	8	1	335929	Nenhuma condenação. O pendor do Espírito	
ROM	8	12	336078	Filhos e herdeiros	
ROM	8	18	336165	Os sofrimentos do presente e as glórias do porvir	
ROM	8	26	336231	A intercessão do Espírito	
ROM	9	1	336396	Paulo e a incredulidade dos judeus	
ROM	9	19	336593	A soberania de Deus	
ROM	9	30	336726	Israel é responsável pela sua rejeição	
ROM	11	1	337002	O futuro de Israel	
ROM	11	11	337127	A rejeição de Israel não é final	
ROM	11	33	337360	A maravilhosa sabedoria dos desígnios divinos	
ROM	12	1	337394	A nova vida	
ROM	12	3	337447	O devido uso de dons espirituais	
ROM	12	9	337523	As virtudes recomendadas	
ROM	13	1	337654	Da obediência às autoridades	
ROM	13	8	337738	O amor ao próximo é o cumprimento da lei	
ROM	13	11	337797	O dia está próximo	
ROM	14	1	337843	A tolerância para com os fracos na fé	
ROM	14	13	337974	A liberdade e a caridade	
ROM	15	14	338247	A explicação de Paulo	
ROM	15	22	338366	Os planos de Paulo	
ROM	15	30	338477	Paulo pede as orações	
ROM	16	1	338513	Paulo recomenda a Febe	
ROM	16	3	338531	As saudações pessoais	
ROM	16	17	338658	As admoestações	
ROM	16	21	338710	As saudações dos companheiros	
ROM	16	25	338748	A doxologia	
RUT	1	1	85682	Noemi e Rute	
RUT	2	1	85931	Rute vai rebuscar espigas	
RUT	2	8	86032	Boaz fala a Rute benignamente	
RUT	3	1	86249	Rute e Boaz na eira	
RUT	4	1	86456	Boaz casa com Rute	
RUT	4	13	86635	Rute dá à luz Obede	
SNG	1	2	204616	Primeiro cântico	
SNG	1	2	204620	Esposa	
SNG	1	5	204668	Esposa	
SNG	1	8	204714	Esposo	
SNG	1	12	204746	Esposa	
SNG	1	15	204799	Esposo	
SNG	1	16	204807	Esposa	
SNG	2	2	204831	Esposo	
SNG	2	3	204839	Esposa	
SNG	2	8	204883	Segundo cântico	
SNG	2	11	204905	Esposo	
SNG	2	15	204982	Esposa	
SNG	3	6	205048	Terceiro cântico	
SNG	4	1	205149	Esposo	
SNG	4	6	205197	Esposa	
SNG	4	7	205207	Esposo	
SNG	4	16	205320	Esposa	
SNG	5	1	205336	Esposo	
SNG	5	2	205356	Quarto cântico	
SNG	5	2	205360	Esposa	
SNG	5	3	205368	Esposo	
SNG	5	3	205388	Esposa	
SNG	5	10	205489	Esposa	
SNG	6	2	205600	Esposa	
SNG	6	4	205620	Quinto cântico	
SNG	6	4	205624	Esposo	
SNG	6	11	205682	Esposa	
SNG	7	1	205753	Esposo	
SNG	7	10	205831	Esposa	
SNG	8	5	205942	Sexto cântico	
SNG	8	6	205954	Esposo	
SNG	8	10	206018	Esposa	
SNG	8	12	206040	Esposa	
SNG	8	13	206089	Esposo	
SNG	8	14	206103	Esposa	
TIT	1	1	356856	Prefácio e saudação	
TIT	1	5	356896	Deveres e qualificações dos ministros	
TIT	2	1	357061	Os deveres das várias classes de pessoas crentes	
TIT	3	12	357391	A bênção	
ZEC	1	1	275404	Exortação ao arrependimento	
ZEC	1	7	275466	A primeira visão: os cavalos	
ZEC	2	1	275657	A terceira visão: Jerusalém é medida	
ZEC	2	6	275730	Israel exortado a voltar para Sião	
ZEC	3	1	275812	A quarta visão: o sumo sacerdote Josué	
ZEC	5	1	276106	A sexta visão: o rolo voante	
ZEC	5	5	276142	A sétima visão: a mulher e o efa	
ZEC	6	1	276245	A oitava visão: os quatro carros	
ZEC	6	9	276313	A coroação de Josué. O Renovo	
ZEC	7	1	276416	O jejum que não agrada a Deus	
ZEC	8	1	276621	Sião restaurada	
ZEC	9	1	276933	O castigo de diversos povos	
ZEC	9	9	277011	O Rei vem de Sião	
ZEC	10	1	277164	Deus abençoará Judá e Israel	
ZEC	11	4	277367	A parábola do bom pastor	
ZEC	11	15	277518	A parábola do pastor insensato	
ZEC	12	1	277585	A salvação de Jerusalém	
ZEC	13	1	277784	Eliminados os ídolos e os falsos profetas	
ZEC	13	7	277842	Ferido o pastor de Deus	
ZEC	14	1	277913	O juízo sobre Jerusalém e seus opressores	
ZEC	14	16	278120	A glória futura da cidade de Deus	
ZEP	1	1	274107	Ameaças contra Judá e Jerusalém	
ZEP	1	7	274175	O dia da ira do Senhor	
ZEP	2	1	274334	Ameaças contra os filisteus	
ZEP	2	8	274443	Ameaças contra Moabe e Amom	
ZEP	2	12	274495	Ameaças contra a Etiópia e a Assíria	
ZEP	3	1	274551	Ameaças contra Jerusalém	
ZEP	3	8	274658	A salvação da filha de Jerusalém	
